idx,name_ko,recommendation
53,일 카페,"[{'id': 10, 'title': '포레스트 블랙'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 63, 'title': '마이애미'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 95, 'title': '알토 오니체'}, {'id': 102, 'title': '코스타리카'}]"
54,인디아,"[{'id': 8, 'title': '엔비보 롱고'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 67, 'title': '나폴리'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 21, 'title': '바닐리오'}, {'id': 135, 'title': '스위트 바닐라'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 77, 'title': '로마'}]"
55,인도네시아,"[{'id': 133, 'title': '스토미오 부스트'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 56, 'title': '이스탄불 에스프레소'}, {'id': 146, 'title': '엘바조'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 99, 'title': '비앙코 피콜로'}]"
56,이스탄불 에스프레소,"[{'id': 34, 'title': '카프리치오'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 42, 'title': '코르토'}, {'id': 55, 'title': '인도네시아'}, {'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 26, 'title': '아르페지오'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 110, 'title': '골든 캐러멜'}]"
57,재마이카 블루 마운틴,"[{'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 131, 'title': '로스트 헤이즐넛'}, {'id': 147, 'title': '포레스트 푸르트'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 6, 'title': '다르칸'}, {'id': 134, 'title': '솔레리오'}]"
58,카하와야 콩고,"[{'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 62, 'title': '리반토'}, {'id': 59, 'title': '카자아르'}, {'id': 103, 'title': '디아볼리토'}, {'id': 143, 'title': '비안코 레게로'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 51, 'title': '하와이 코나'}, {'id': 146, 'title': '엘바조'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 30, 'title': '까페시또 데 쿠바'}]"
59,카자아르,"[{'id': 132, 'title': '스토미오'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 1, 'title': '아마레티'}, {'id': 95, 'title': '알토 오니체'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 52, 'title': '온두로스'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 92, 'title': '알티시오'}]"
60,라 쿰플리다 레피나다,"[{'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 135, 'title': '스위트 바닐라'}, {'id': 52, 'title': '온두로스'}, {'id': 42, 'title': '코르토'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 116, 'title': '이니지오'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 6, 'title': '다르칸'}]"
61,림인하 오버 아이스,"[{'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 124, 'title': '오다시오'}, {'id': 75, 'title': '리스트레또'}, {'id': 90, 'title': '볼루토'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 133, 'title': '스토미오 부스트'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 136, 'title': '토칸토'}]"
62,리반토,"[{'id': 151, 'title': '디카페나토 인텐소'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 68, 'title': '노치올라'}, {'id': 52, 'title': '온두로스'}, {'id': 103, 'title': '디아볼리토'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 39, 'title': '코코아 트러플'}]"
63,마이애미,"[{'id': 13, 'title': '인드리야'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 53, 'title': '일 카페'}, {'id': 26, 'title': '아르페지오'}, {'id': 1, 'title': '아마레티'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 36, 'title': '카라멜로'}, {'id': 132, 'title': '스토미오'}, {'id': 77, 'title': '로마'}]"
64,밀라노 인텐소,"[{'id': 122, 'title': '멕시코'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 114, 'title': '아이스 포르테'}, {'id': 107, 'title': '포르타도'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 12, 'title': '포르티시오 롱고'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 103, 'title': '디아볼리토'}]"
65,밀레니오,"[{'id': 43, 'title': '코지'}, {'id': 6, 'title': '다르칸'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 146, 'title': '엘바조'}, {'id': 42, 'title': '코르토'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}]"
66,니카라과,"[{'id': 96, 'title': '아론디오'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 144, 'title': '디카페나토'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 95, 'title': '알토 오니체'}]"
67,나폴리,"[{'id': 17, 'title': '리니시오 롱고'}, {'id': 51, 'title': '하와이 코나'}, {'id': 134, 'title': '솔레리오'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 54, 'title': '인디아'}, {'id': 21, 'title': '바닐리오'}, {'id': 69, 'title': '노베첸토'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 99, 'title': '비앙코 피콜로'}]"
68,노치올라,"[{'id': 62, 'title': '리반토'}, {'id': 145, 'title': '돌체'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 140, 'title': '볼테소'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 142, 'title': '아플로라지오'}, {'id': 51, 'title': '하와이 코나'}, {'id': 6, 'title': '다르칸'}, {'id': 52, 'title': '온두로스'}, {'id': 116, 'title': '이니지오'}]"
69,노베첸토,"[{'id': 67, 'title': '나폴리'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 116, 'title': '이니지오'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 117, 'title': '인텐소 (커피)'}]"
70,파푸아뉴기니,"[{'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 42, 'title': '코르토'}, {'id': 26, 'title': '아르페지오'}, {'id': 86, 'title': '바닐라'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}, {'id': 41, 'title': '콜롬비아'}]"
71,파리 에스프레소,"[{'id': 79, 'title': '상하이 롱고'}, {'id': 148, 'title': '지오르니오'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 90, 'title': '볼루토'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 116, 'title': '이니지오'}, {'id': 15, 'title': '인피니트 후루티 라즈베리'}]"
72,페루 오가닉,"[{'id': 124, 'title': '오다시오'}, {'id': 4, 'title': '카라멜리또'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 71, 'title': '파리 에스프레소'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 8, 'title': '엔비보 롱고'}]"
73,펌킨 스파이스 케이크,"[{'id': 10, 'title': '포레스트 블랙'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 18, 'title': '파리 블랙'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 124, 'title': '오다시오'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 125, 'title': '오라푸리오'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 92, 'title': '알티시오'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}]"
74,리오데자네이루 에스프레소,"[{'id': 76, 'title': '디카페인 리스트레또'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 114, 'title': '아이스 포르테'}, {'id': 26, 'title': '아르페지오'}]"
75,리스트레또,"[{'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 6, 'title': '다르칸'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 90, 'title': '볼루토'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 52, 'title': '온두로스'}, {'id': 9, 'title': '포레스트 아몬드 플레이버'}, {'id': 95, 'title': '알토 오니체'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}]"
76,디카페인 리스트레또,"[{'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 102, 'title': '코스타리카'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 90, 'title': '볼루토'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 148, 'title': '지오르니오'}, {'id': 124, 'title': '오다시오'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 136, 'title': '토칸토'}]"
77,로마,"[{'id': 13, 'title': '인드리야'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 63, 'title': '마이애미'}, {'id': 131, 'title': '로스트 헤이즐넛'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 70, 'title': '파푸아뉴기니'}]"
78,스쿠로,"[{'id': 14, 'title': '인피니트 에스프레소'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 86, 'title': '바닐라'}, {'id': 107, 'title': '포르타도'}, {'id': 115, 'title': '아이스 레제로'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 13, 'title': '인드리야'}]"
79,상하이 롱고,"[{'id': 71, 'title': '파리 에스프레소'}, {'id': 148, 'title': '지오르니오'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 151, 'title': '디카페나토 인텐소'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 113, 'title': '헤이즐리노 머핀'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}]"
80,스톡홀름 포티시오 롱고,"[{'id': 117, 'title': '인텐소 (커피)'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 72, 'title': '페루 오가닉'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 41, 'title': '콜롬비아'}, {'id': 18, 'title': '파리 블랙'}]"
81,타무카 무 짐바브웨,"[{'id': 148, 'title': '지오르니오'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}, {'id': 6, 'title': '다르칸'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}]"
82,도쿄 비발또 롱고,"[{'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 140, 'title': '볼테소'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 64, 'title': '밀라노 인텐소'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 122, 'title': '멕시코'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 59, 'title': '카자아르'}]"
83,트리부트 투 밀라노,"[{'id': 26, 'title': '아르페지오'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 113, 'title': '헤이즐리노 머핀'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 147, 'title': '포레스트 푸르트'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 132, 'title': '스토미오'}, {'id': 30, 'title': '까페시또 데 쿠바'}]"
84,트리부트 투 트리에스테,"[{'id': 134, 'title': '솔레리오'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}, {'id': 37, 'title': '키아로'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 1, 'title': '아마레티'}, {'id': 5, 'title': '초콜라티노'}, {'id': 12, 'title': '포르티시오 롱고'}, {'id': 41, 'title': '콜롬비아'}, {'id': 92, 'title': '알티시오'}, {'id': 14, 'title': '인피니트 에스프레소'}]"
85,우무티마와 호수 키부 르완다,"[{'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 143, 'title': '비안코 레게로'}, {'id': 75, 'title': '리스트레또'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 135, 'title': '스위트 바닐라'}, {'id': 12, 'title': '포르티시오 롱고'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 96, 'title': '아론디오'}, {'id': 43, 'title': '코지'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}]"
86,바닐라,"[{'id': 126, 'title': '페퍼민트 핀휠 리미티드 에디션'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 147, 'title': '포레스트 푸르트'}, {'id': 96, 'title': '아론디오'}, {'id': 14, 'title': '인피니트 에스프레소'}, {'id': 78, 'title': '스쿠로'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 103, 'title': '디아볼리토'}]"
87,바닐라 에클레어,"[{'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 124, 'title': '오다시오'}, {'id': 2, 'title': '부케엘라 카 에티오피아'}, {'id': 97, 'title': '비앙코 도피오'}, {'id': 13, 'title': '인드리야'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 66, 'title': '니카라과'}, {'id': 34, 'title': '카프리치오'}, {'id': 38, 'title': '초콜라티노'}, {'id': 76, 'title': '디카페인 리스트레또'}]"
88,베네치아,"[{'id': 134, 'title': '솔레리오'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 34, 'title': '카프리치오'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 113, 'title': '헤이즐리노 머핀'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 42, 'title': '코르토'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 30, 'title': '까페시또 데 쿠바'}]"
89,비엔나 리니지오 롱고,"[{'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 81, 'title': '타무카 무 짐바브웨'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 152, 'title': '디카페나토 온투오소'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 113, 'title': '헤이즐리노 머핀'}, {'id': 88, 'title': '베네치아'}, {'id': 26, 'title': '아르페지오'}, {'id': 132, 'title': '스토미오'}, {'id': 148, 'title': '지오르니오'}]"
90,볼루토,"[{'id': 61, 'title': '림인하 오버 아이스'}, {'id': 75, 'title': '리스트레또'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 26, 'title': '아르페지오'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 6, 'title': '다르칸'}, {'id': 112, 'title': '하와이 코나 리미티드 에디션'}, {'id': 36, 'title': '카라멜로'}, {'id': 121, 'title': '디카페인 멜로지오'}]"
91,디카페인 볼루토,"[{'id': 26, 'title': '아르페지오'}, {'id': 44, 'title': '에스페란사 데 콜롬비아'}, {'id': 116, 'title': '이니지오'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 132, 'title': '스토미오'}, {'id': 86, 'title': '바닐라'}, {'id': 98, 'title': '비앙코 포르테'}, {'id': 52, 'title': '온두로스'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}]"
92,알티시오,"[{'id': 18, 'title': '파리 블랙'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 37, 'title': '키아로'}, {'id': 51, 'title': '하와이 코나'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 134, 'title': '솔레리오'}, {'id': 116, 'title': '이니지오'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 59, 'title': '카자아르'}]"
93,디카페인 알티시오,"[{'id': 121, 'title': '디카페인 멜로지오'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 53, 'title': '일 카페'}, {'id': 36, 'title': '카라멜로'}, {'id': 66, 'title': '니카라과'}, {'id': 43, 'title': '코지'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 92, 'title': '알티시오'}]"
94,알토 암브라토,"[{'id': 21, 'title': '바닐리오'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 75, 'title': '리스트레또'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 59, 'title': '카자아르'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 29, 'title': '부에노스 아이레스 롱고'}, {'id': 72, 'title': '페루 오가닉'}]"
95,알토 오니체,"[{'id': 98, 'title': '비앙코 포르테'}, {'id': 114, 'title': '아이스 포르테'}, {'id': 15, 'title': '인피니트 후루티 라즈베리'}, {'id': 75, 'title': '리스트레또'}, {'id': 59, 'title': '카자아르'}, {'id': 1, 'title': '아마레티'}, {'id': 45, 'title': '에티오피아'}, {'id': 53, 'title': '일 카페'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 99, 'title': '비앙코 피콜로'}]"
96,아론디오,"[{'id': 10, 'title': '포레스트 블랙'}, {'id': 32, 'title': '까페지뇨 두 브라질'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 86, 'title': '바닐라'}, {'id': 8, 'title': '엔비보 롱고'}, {'id': 18, 'title': '파리 블랙'}, {'id': 107, 'title': '포르타도'}, {'id': 66, 'title': '니카라과'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 21, 'title': '바닐리오'}]"
97,비앙코 도피오,"[{'id': 22, 'title': '비발토 롱고'}, {'id': 62, 'title': '리반토'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 75, 'title': '리스트레또'}, {'id': 1, 'title': '아마레티'}]"
98,비앙코 포르테,"[{'id': 95, 'title': '알토 오니체'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 101, 'title': '초콜릿 퍼지'}, {'id': 39, 'title': '코코아 트러플'}, {'id': 55, 'title': '인도네시아'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 75, 'title': '리스트레또'}, {'id': 148, 'title': '지오르니오'}, {'id': 77, 'title': '로마'}, {'id': 67, 'title': '나폴리'}]"
99,비앙코 피콜로,"[{'id': 114, 'title': '아이스 포르테'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 51, 'title': '하와이 코나'}, {'id': 3, 'title': '카페 이스탄불'}, {'id': 1, 'title': '아마레티'}, {'id': 67, 'title': '나폴리'}, {'id': 95, 'title': '알토 오니체'}, {'id': 64, 'title': '밀라노 인텐소'}, {'id': 9, 'title': '포레스트 아몬드 플레이버'}]"
100,카라멜 쿠키,"[{'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 136, 'title': '토칸토'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 150, 'title': '인텐소 (알토)'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 65, 'title': '밀레니오'}, {'id': 77, 'title': '로마'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 128, 'title': '푸어오버 스타일 밀드'}]"
101,초콜릿 퍼지,"[{'id': 98, 'title': '비앙코 포르테'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 127, 'title': '푸어오버 스타일 인텐소'}, {'id': 134, 'title': '솔레리오'}, {'id': 75, 'title': '리스트레또'}, {'id': 88, 'title': '베네치아'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 26, 'title': '아르페지오'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}]"
102,코스타리카,"[{'id': 143, 'title': '비안코 레게로'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 53, 'title': '일 카페'}, {'id': 124, 'title': '오다시오'}, {'id': 145, 'title': '돌체'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 27, 'title': '디카페인 아르페지오'}]"
103,디아볼리토,"[{'id': 151, 'title': '디카페나토 인텐소'}, {'id': 118, 'title': '자마이카 블루 마운틴 리미티드 에디션'}, {'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 61, 'title': '림인하 오버 아이스'}, {'id': 62, 'title': '리반토'}, {'id': 40, 'title': '코코넛 플레이버 오버 아이스'}, {'id': 58, 'title': '카하와야 콩고'}, {'id': 1, 'title': '아마레티'}, {'id': 43, 'title': '코지'}, {'id': 50, 'title': '갈라파고스 스페셜 리저브'}]"
104,더블 에스프레소 챠로,"[{'id': 61, 'title': '림인하 오버 아이스'}, {'id': 103, 'title': '디아볼리토'}, {'id': 76, 'title': '디카페인 리스트레또'}, {'id': 139, 'title': '비비다 B12'}, {'id': 94, 'title': '알토 암브라토'}, {'id': 53, 'title': '일 카페'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}, {'id': 151, 'title': '디카페나토 인텐소'}, {'id': 83, 'title': '트리부트 투 밀라노'}]"
105,더블 에스프레소 돌체,"[{'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 151, 'title': '디카페나토 인텐소'}, {'id': 28, 'title': '브라질 오가닉'}, {'id': 67, 'title': '나폴리'}, {'id': 19, 'title': '로사바야 데 콜롬비아'}, {'id': 26, 'title': '아르페지오'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 102, 'title': '코스타리카'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 55, 'title': '인도네시아'}]"
106,더블 에스프레소 스쿠로,"[{'id': 87, 'title': '바닐라 에클레어'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 46, 'title': '필터 스타일 인텐스'}, {'id': 140, 'title': '볼테소'}, {'id': 148, 'title': '지오르니오'}, {'id': 142, 'title': '아플로라지오'}, {'id': 83, 'title': '트리부트 투 밀라노'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 13, 'title': '인드리야'}]"
107,포르타도,"[{'id': 140, 'title': '볼테소'}, {'id': 26, 'title': '아르페지오'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 31, 'title': '까페시또 데 푸에르토리코'}, {'id': 122, 'title': '멕시코'}, {'id': 37, 'title': '키아로'}, {'id': 96, 'title': '아론디오'}, {'id': 34, 'title': '카프리치오'}]"
108,디카페인 포르타도,"[{'id': 49, 'title': '프레도 인텐소'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}, {'id': 54, 'title': '인디아'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}, {'id': 138, 'title': '바닐라 커스터드 파이'}, {'id': 15, 'title': '인피니트 후루티 라즈베리'}, {'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 88, 'title': '베네치아'}]"
