idx,name_ko,recommendation
104,더블 에스프레소 챠로,"[{'id': 117, 'title': '인텐소 (커피)'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 92, 'title': '알티시오'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 125, 'title': '오라푸리오'}]"
105,더블 에스프레소 돌체,"[{'id': 66, 'title': '니카라과'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 140, 'title': '볼테소'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 7, 'title': '브라질 둘세오'}]"
106,더블 에스프레소 스쿠로,"[{'id': 92, 'title': '알티시오'}, {'id': 93, 'title': '디카페인 알티시오'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 117, 'title': '인텐소 (커피)'}, {'id': 33, 'title': '케이프타운 엔비보 롱고'}]"
107,포르타도,"[{'id': 133, 'title': '스토미오 부스트'}, {'id': 132, 'title': '스토미오'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 63, 'title': '마이애미'}, {'id': 8, 'title': '엔비보 롱고'}]"
108,디카페인 포르타도,"[{'id': 133, 'title': '스토미오 부스트'}, {'id': 132, 'title': '스토미오'}, {'id': 107, 'title': '포르타도'}, {'id': 63, 'title': '마이애미'}, {'id': 8, 'title': '엔비보 롱고'}]"
109,징거브레드 리미티드 에디션,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}]"
110,골든 캐러멜,"[{'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}]"
111,하프-카페이나토,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}]"
112,하와이 코나 리미티드 에디션,"[{'id': 99, 'title': '비앙코 피콜로'}, {'id': 149, 'title': '인피니티 더블 에스프레소'}, {'id': 51, 'title': '하와이 코나'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}]"
113,헤이즐리노 머핀,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}]"
114,아이스 포르테,"[{'id': 1, 'title': '아마레티'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
115,아이스 레제로,"[{'id': 1, 'title': '아마레티'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
116,이니지오,"[{'id': 85, 'title': '우무티마와 호수 키부 르완다'}, {'id': 86, 'title': '바닐라'}, {'id': 36, 'title': '카라멜로'}, {'id': 136, 'title': '토칸토'}, {'id': 38, 'title': '초콜라티노'}]"
117,인텐소 (커피),"[{'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 106, 'title': '더블 에스프레소 스쿠로'}, {'id': 30, 'title': '까페시또 데 쿠바'}, {'id': 92, 'title': '알티시오'}, {'id': 93, 'title': '디카페인 알티시오'}]"
118,자마이카 블루 마운틴 리미티드 에디션,"[{'id': 50, 'title': '갈라파고스 스페셜 리저브'}, {'id': 57, 'title': '재마이카 블루 마운틴'}, {'id': 10, 'title': '포레스트 블랙'}, {'id': 80, 'title': '스톡홀름 포티시오 롱고'}, {'id': 64, 'title': '밀라노 인텐소'}]"
119,멜로지오,"[{'id': 139, 'title': '비비다 B12'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 94, 'title': '알토 암브라토'}]"
120,멜로지오 부스트,"[{'id': 139, 'title': '비비다 B12'}, {'id': 121, 'title': '디카페인 멜로지오'}, {'id': 119, 'title': '멜로지오'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 94, 'title': '알토 암브라토'}]"
121,디카페인 멜로지오,"[{'id': 139, 'title': '비비다 B12'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 119, 'title': '멜로지오'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 94, 'title': '알토 암브라토'}]"
122,멕시코,"[{'id': 24, 'title': '에이지드 수마트라'}, {'id': 63, 'title': '마이애미'}, {'id': 74, 'title': '리오데자네이루 에스프레소'}, {'id': 69, 'title': '노베첸토'}, {'id': 8, 'title': '엔비보 롱고'}]"
123,니카라과 라 쿰플리다,"[{'id': 70, 'title': '파푸아뉴기니'}, {'id': 51, 'title': '하와이 코나'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}, {'id': 73, 'title': '펌킨 스파이스 케이크'}]"
124,오다시오,"[{'id': 25, 'title': '아마하 아웨 우간다'}, {'id': 27, 'title': '디카페인 아르페지오'}, {'id': 26, 'title': '아르페지오'}, {'id': 71, 'title': '파리 에스프레소'}, {'id': 57, 'title': '재마이카 블루 마운틴'}]"
125,오라푸리오,"[{'id': 104, 'title': '더블 에스프레소 챠로'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 122, 'title': '멕시코'}, {'id': 52, 'title': '온두로스'}, {'id': 89, 'title': '비엔나 리니지오 롱고'}]"
126,페퍼민트 핀휠 리미티드 에디션,"[{'id': 1, 'title': '아마레티'}, {'id': 137, 'title': '트로피컬 코코넛 오버 아이스'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
127,푸어오버 스타일 인텐소,"[{'id': 95, 'title': '알토 오니체'}, {'id': 124, 'title': '오다시오'}, {'id': 24, 'title': '에이지드 수마트라'}, {'id': 122, 'title': '멕시코'}, {'id': 108, 'title': '디카페인 포르타도'}]"
128,푸어오버 스타일 밀드,"[{'id': 121, 'title': '디카페인 멜로지오'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 119, 'title': '멜로지오'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 139, 'title': '비비다 B12'}]"
129,펌킨 스파이스 케이크 리미티드 에디션,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}, {'id': 35, 'title': '카라멜 크레임 브륄레'}]"
130,리치 초콜렛,"[{'id': 47, 'title': '필터 스타일 밀드'}, {'id': 17, 'title': '리니시오 롱고'}, {'id': 110, 'title': '골든 캐러멜'}, {'id': 87, 'title': '바닐라 에클레어'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}]"
131,로스트 헤이즐넛,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}]"
132,스토미오,"[{'id': 133, 'title': '스토미오 부스트'}, {'id': 107, 'title': '포르타도'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 63, 'title': '마이애미'}, {'id': 8, 'title': '엔비보 롱고'}]"
133,스토미오 부스트,"[{'id': 132, 'title': '스토미오'}, {'id': 107, 'title': '포르타도'}, {'id': 108, 'title': '디카페인 포르타도'}, {'id': 63, 'title': '마이애미'}, {'id': 8, 'title': '엔비보 롱고'}]"
134,솔레리오,"[{'id': 45, 'title': '에티오피아'}, {'id': 2, 'title': '부케엘라 카 에티오피아'}, {'id': 90, 'title': '볼루토'}, {'id': 91, 'title': '디카페인 볼루토'}, {'id': 43, 'title': '코지'}]"
135,스위트 바닐라,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}]"
136,토칸토,"[{'id': 68, 'title': '노치올라'}, {'id': 38, 'title': '초콜라티노'}, {'id': 36, 'title': '카라멜로'}, {'id': 86, 'title': '바닐라'}, {'id': 85, 'title': '우무티마와 호수 키부 르완다'}]"
137,트로피컬 코코넛 오버 아이스,"[{'id': 1, 'title': '아마레티'}, {'id': 48, 'title': '프레도 델리카토'}, {'id': 49, 'title': '프레도 인텐소'}, {'id': 20, 'title': '토르타 디 노초올레'}, {'id': 61, 'title': '림인하 오버 아이스'}]"
138,바닐라 커스터드 파이,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}]"
139,비비다 B12,"[{'id': 121, 'title': '디카페인 멜로지오'}, {'id': 120, 'title': '멜로지오 부스트'}, {'id': 119, 'title': '멜로지오'}, {'id': 82, 'title': '도쿄 비발또 롱고'}, {'id': 94, 'title': '알토 암브라토'}]"
140,볼테소,"[{'id': 22, 'title': '비발토 롱고'}, {'id': 23, 'title': '디카페인 비발토 롱고'}, {'id': 7, 'title': '브라질 둘세오'}, {'id': 141, 'title': '위스키 에센스'}, {'id': 66, 'title': '니카라과'}]"
141,위스키 에센스,"[{'id': 105, 'title': '더블 에스프레소 돌체'}, {'id': 66, 'title': '니카라과'}, {'id': 140, 'title': '볼테소'}, {'id': 22, 'title': '비발토 롱고'}, {'id': 7, 'title': '브라질 둘세오'}]"
142,아플로라지오,"[{'id': 152, 'title': '디카페나토 온투오소'}, {'id': 148, 'title': '지오르니오'}, {'id': 146, 'title': '엘바조'}, {'id': 145, 'title': '돌체'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
143,비안코 레게로,"[{'id': 97, 'title': '비앙코 도피오'}, {'id': 37, 'title': '키아로'}, {'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 51, 'title': '하와이 코나'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}]"
144,디카페나토,"[{'id': 4, 'title': '카라멜리또'}, {'id': 5, 'title': '초콜라티노'}, {'id': 11, 'title': '포레스트 프룻'}, {'id': 21, 'title': '바닐리오'}, {'id': 62, 'title': '리반토'}]"
145,돌체,"[{'id': 152, 'title': '디카페나토 온투오소'}, {'id': 148, 'title': '지오르니오'}, {'id': 146, 'title': '엘바조'}, {'id': 142, 'title': '아플로라지오'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
146,엘바조,"[{'id': 152, 'title': '디카페나토 온투오소'}, {'id': 148, 'title': '지오르니오'}, {'id': 145, 'title': '돌체'}, {'id': 142, 'title': '아플로라지오'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
147,포레스트 푸르트,"[{'id': 110, 'title': '골든 캐러멜'}, {'id': 129, 'title': '펌킨 스파이스 케이크 리미티드 에디션'}, {'id': 109, 'title': '징거브레드 리미티드 에디션'}, {'id': 100, 'title': '카라멜 쿠키'}, {'id': 111, 'title': '하프-카페이나토'}]"
148,지오르니오,"[{'id': 152, 'title': '디카페나토 온투오소'}, {'id': 146, 'title': '엘바조'}, {'id': 145, 'title': '돌체'}, {'id': 142, 'title': '아플로라지오'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
149,인피니티 더블 에스프레소,"[{'id': 123, 'title': '니카라과 라 쿰플리다'}, {'id': 70, 'title': '파푸아뉴기니'}, {'id': 51, 'title': '하와이 코나'}, {'id': 99, 'title': '비앙코 피콜로'}, {'id': 60, 'title': '라 쿰플리다 레피나다'}]"
150,인텐소 (알토),"[{'id': 151, 'title': '디카페나토 인텐소'}, {'id': 4, 'title': '카라멜리또'}, {'id': 5, 'title': '초콜라티노'}, {'id': 144, 'title': '디카페나토'}, {'id': 21, 'title': '바닐리오'}]"
151,디카페나토 인텐소,"[{'id': 150, 'title': '인텐소 (알토)'}, {'id': 4, 'title': '카라멜리또'}, {'id': 5, 'title': '초콜라티노'}, {'id': 144, 'title': '디카페나토'}, {'id': 21, 'title': '바닐리오'}]"
152,디카페나토 온투오소,"[{'id': 148, 'title': '지오르니오'}, {'id': 146, 'title': '엘바조'}, {'id': 145, 'title': '돌체'}, {'id': 142, 'title': '아플로라지오'}, {'id': 20, 'title': '토르타 디 노초올레'}]"
