2023-03-23 09:31:21\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-23 09:31:24\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-23 09:31:25\t302\tGET /api/login/oauth2/code/kakao?code=A3rrMC9LyR5d2TqK-8QKTuvmyvcbYfEadVi8gkEBa5nB1aq7qtN0oRycyHJaYNK-x1mgpwoqJRAAAAGHC-CiqQ&state=8FyEmkfMFH079FGat7Ai8nkNBBvgkLWRCa0xjOs6208%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-23 09:31:25\t200\tGET /api/error HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
2023-03-23 09:31:25\t404\tGET /favicon.ico HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\thttp://localhost:8081/api/error\t0:0:0:0:0:0:0:1\t682
2023-03-23 09:34:38\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-23 09:34:38\t302\tGET /api/login/oauth2/code/kakao?code=RT6tkCpAEeo4Oi5WDT2r9jhGJ1zNBMs0PiOrLmnM-lpueSzQBQtnM5M0Y9nT0bUEX_ZJ3AoqJY8AAAGHC-OXtQ&state=1lmzVpXjWrfQQyJp9RR-aR0cK2mmsF-kuri74bZDlQ4%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-23 09:34:38\t200\tGET /api/error HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
2023-03-23 09:36:51\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-23 09:36:52\t500\tGET /api/login/oauth2/code/kakao?code=MugOvXIC5zRDLSgs4zyaJXmAL66fr_XDav4yS1LrKDF-iFFoyxfoD1mPW3dygyR2CkyF0goqJQ4AAAGHC-WgOg&state=ymD41uQSocXniUygIVe4K6QtKDfRqnzG8yT7YaG2OpQ%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
2023-03-23 09:43:03\t404\tGET /api/swagger-ui.html HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
